bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,pages,publisher,publishDate,firstPublishDate,awards,numRatings,likedPercent,setting,coverImg
930225.Respectable_Sins,Respectable Sins: Confronting the Sins We Tolerate,,Jerry Bridges,4.32,"Have Christians become so preoccupied with ""major"" sins that we have lost sight of our need to deal with more subtle sins?Navigator author Jerry Bridges addresses the “acceptable” sins that we tend to tolerate in ourselves, including pride and anger. He goes to the heart of the matter, exploring our feelings of shame and grief and opening a new door to God's forgiveness and grace.Travel down the road of spiritual formation with Jerry and discover your true identity as a loved child of God.Discussion guide available.",English,9781600061400,"['Christian', 'Christian Living', 'Theology', 'Nonfiction', 'Christianity', 'Faith', 'Spirituality', 'Christian Non Fiction', 'Discipleship', 'Religion'] - nan",[],Hardcover,192,NavPress,August 21st 2007,,[],5869.0,97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388522150l/930225.jpg
280455.The_Gentle_Spirit,The Gentle Spirit,,Fyodor Dostoyevsky,3.89,"""The Gentle Spirit"" (Russian: Кроткая, Krotkaya), sometimes also translated as ""The Meek One"", is a short story by Fyodor Dostoyevsky in 1876. The piece comes with the subtitle of ""A Fantastic Story"", and it chronicles the relationship between a pawnbroker and a girl that frequents his shop.",English,9781419101342,"['Classics', 'Fiction', 'Russia', 'Short Stories', 'Russian Literature', 'Literature', '19th Century', 'Novels', 'Novella', 'Audiobook'] - nan",[],Paperback,48,Kessinger Publishing,June 17th 2004,10/29/76,[],6647.0,95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431773575l/280455.jpg
4866.How_to_Stop_Worrying_and_Start_Living,How to Stop Worrying and Start Living,,Dale Carnegie,4.14,"The book 'How to stop worrying & start living' suggest many ways to conquer worry and lead a wonderful life.The book mentions fundamental facts to know about worry and magic formula for solving worry-some situations.Psychologists & Doctors' view:-Worry can make even the most stolid person ill.-Worry may cause nervous breakdown.-Worry can even cause tooth decay-Worry is one of the factors for High Blood Pressure.-Worry makes you tense and nervous and affect the nerves of your stomach.The book suggests basic techniques in analysing worry, step by step, in order to cope up with them.A very interesting feature of the book is 'How to eliminate 50% of your business worries'.The book offers 7 ways to cultivate a mental attitude that will bring you peace and happiness. Also, the golden rule for conquering worry, keeping your energy & spirits high.The book consists of some True Stories which will help the readers in conquering worry to lead you to success in life.The book is full of similar incidences and narrations which will make our readers to understand the situation in an easy way and lead a happy life. A must read book for everyone.",English,9780671035976,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Business', 'Philosophy', 'Audiobook', 'Leadership', 'Inspirational', 'Health'] - nan",[],Paperback,358,Gallery Books,October 5th 2004,10/29/44,[],78222.0,94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442129098l/4866._SY475_.jpg
4371507-the-age-of-wonder,The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,,Richard Holmes,3.96,"'The Age of Wonder' is Richard Holmes' first major work of biography for a decade. It has been inspired by the scientific ferment that swept through Britain at the end of the 18th century, and which Holmes now radically redefines as 'the revolution of Romantic Science'.",English,9780007149520,"['History', 'Science', 'Nonfiction', 'Biography', 'History Of Science', 'Historical', 'Philosophy', 'Popular Science', 'Audiobook', 'Unfinished'] - nan",[],Hardcover,380,HarperPress,July 14th 2009,10/01/08,"['Royal Society Science Book Prize (2009)', 'American Book Award (2009)', 'National Book Critics Circle Award for General Nonfiction (2009)', 'Best Book of Ideas Prize Nominee (2009)', 'Samuel Johnson Prize for Non-Fiction Nominee (2009)']",8775.0,92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328477467l/4371507.jpg
4294292-because-i-am-furniture,Because I Am Furniture,,Thalia Chaltas,3.84,"Anke’s father is abusive. But not to her. He attacks her brother and sister, but she’s just an invisible witness in a house of horrors, on the brink of disappearing altogether. Until she makes the volleyball team at school. At first just being exhausted after practice feels good, but as Anke becomes part of the team, her confidence builds. When she learns to yell “Mine!” to call a ball, she finds a voice she didn’t know existed. For the first time, Anke is seen and heard. Soon, she’s imagining a day that her voice will be loud enough to rescue everyone at home—including herself.",English,9780670062980,"['Young Adult', 'Poetry', 'Realistic Fiction', 'Abuse', 'Fiction', 'Contemporary', 'Teen', 'High School', 'Coming Of Age', 'Mental Health'] - nan",[],Hardcover,352,Viking Juvenile,April 16th 2009,,[],6157.0,90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441382195l/4294292._SY475_.jpg
2626492-rapunzel-s-revenge,Rapunzel's Revenge,Rapunzel's Revenge #1,"Shannon Hale (Goodreads Author), Nathan Hale (Goodreads Author) (Illustrator), Dean Hale",3.88,"Once upon a time, in a land you only think you know, lived a little girl and her mother . . . or the woman she thought was her mother.Every day, when the little girl played in her pretty garden, she grew more curious about what lay on the other side of the garden wall . . . a rather enormous garden wall.And every year, as she grew older, things seemed weirder and weirder, until the day she finally climbed to the top of the wall and looked over into the mines and desert beyond.Newbery Honor-winning author Shannon Hale teams up with husband Dean Hale and brilliant artist Nathan Hale (no relation) to bring readers a swashbuckling and hilarious twist on the classic story as you've never seen it before. Watch as Rapunzel and her amazing hair team up with Jack (of beanstalk fame) to gallop around the wild and western landscape, changing lives, righting wrongs, and bringing joy to every soul they encounter.",English,9781599900704,"['Graphic Novels', 'Fantasy', 'Young Adult', 'Fairy Tales', 'Adventure', 'Comics', 'Middle Grade', 'Fiction', 'Childrens', 'Retellings'] - nan","['Calamity Jack', 'Mother Gothel', 'Rapunzel']",Hardcover,144,Bloomsbury USA Childrens,August 5th 2008,,"['Utah Book Award for Children (2008)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2010)""]",15742.0,91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421704442l/2626492.jpg
8109141-a-beautiful-evil,A Beautiful Evil,Gods & Monsters #2,Kelly Keaton (Goodreads Author),4.15,"Myth and mayhem inhabit a richly reimagined New Orleans in this sequel to Darkness Becomes Her.After the epic graveyard battle at the end of Darkness Becomes Her, Ari and her friends know what they’re up against: Ari is facing the Medusa curse and is haunted by the image of what she will become. To make matters worse, the heinous goddess Athena has kidnapped young Violet and is threatening to destroy Ari. Ari, along with the superhot Sebastian, is doing everything she can to learn more about Athena and to get Violet back. But the battle of good and evil is bigger than she realizes, and she’s about to be pulled into a world more horrific than she could ever imagine....",English,9781442409279,"['Young Adult', 'Mythology', 'Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Urban Fantasy', 'Supernatural', 'Greek Mythology', 'Magic'] - nan",[],Hardcover,285,Simon Pulse,February 21st 2012,,[],7012.0,95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328028788l/8109141.jpg
9915707-endure,Endure,Need #4,Carrie Jones (Goodreads Author),4.08,"It’s all-out war (and no-holds-barred romance) in the climactic conclusion to Carrie Jones’s bestselling series.Zara is at the center of an impending apocalypse. True, she’s successfully rescued Nick from Valhalla, but it simply isn’t enough. Evil pixies are ravaging Bedford, and they need much more than one great warrior; they need an army. Zara isn’t sure what her role is anymore. She’s not just fighting for her friends; she’s also a pixie queen. And to align her team of pixies with the humans she loves will be one of her greatest battles yet. Especially since she can’t even reconcile her growing feelings for her pixie king . . .Unexpected turns, surprising revelations, and one utterly satisfying romantic finale make Endure a thrilling end to this series of bestsellers.",English,B007DD97M4,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fairies', 'Fae', 'Werewolves', 'Paranormal Romance', 'Magic', 'Supernatural'] - nan","['Nick McKenna', 'Zara White', 'Astley']",Kindle Edition,272,Bloomsbury USA Children's Books,May 8th 2012,05/01/12,[],18254.0,93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330073413l/9915707.jpg
9447878-born-of-shadows,Born of Shadows,The League: Nemesis Rising #4,Sherrilyn Kenyon (Goodreads Author),4.37,"In a world where the League and its assassins rule, where betrayal and treachery are everywhere...the only survivors are those ones who are...BORN OF SHADOWSFor Caillen Dagan, a defiant soldier of fortune, survival isn't a right, it's a brutal daily battle. Moving through the Ichidaian universe like a wraith, his brushes with the law and death are legendary. But when an act of rare heroism reveals his hidden birthright, he's forced into a world much more dangerous and cold-hearted than the bloody streets where he was raised - one of obscene wealth and lethal politics.Ferocious and determined, Desideria serves as an official bodyguard for her queen. Born of questionable genetics, she will do anything to prove herself worthy of the weapons she carries and the position she's won by combat. But when she uncovers a ruthless plot to assassinate the queen and overthrow her country's government, Desideria is caught in the crosshairs.With assassination contracts out on both of them, Caillen and Desideria must learn to fight together or die alone. And if they fail, their governments will fall into the hands of an unimaginable evil.",English,9780446573252,"['Romance', 'Paranormal Romance', 'Science Fiction', 'Fantasy', 'Paranormal', 'Aliens', 'Fiction', 'Futuristic', 'Adult', 'Science Fiction Romance'] - nan","['Caillen Dagan', 'Desideria']",Hardcover,418,Grand Central Publishing,April 26th 2011,,[],13001.0,98.0,['Ichidian Universe'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437679905l/9447878._SX318_.jpg
74812.Born_on_a_Blue_Day,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,,Daniel Tammet (Goodreads Author),3.84,"One of the world's fifty living autistic savants is the first and only to tell his compelling and inspiring life story - and explain how his incredible mind works.This unique first-person account offers a window into the mind of a high-functioning, 27-year-old British autistic savant with Asperger's syndrome. Tammet's ability to think abstractly, deviate from routine, and empathize, interact and communicate with others is impaired, yet he's capable of incredible feats of memorization and mental calculation. Besides being able to effortlessly multiply and divide huge sums in his head with the speed and accuracy of a computer, Tammet, the subject of the 2005 documentary Brainman, learned Icelandic in a single week and recited the number pi up to the 22,514th digit, breaking the European record. He also experiences synesthesia, an unusual neurological syndrome that enables him to experience numbers and words as ""shapes, colors, textures and motions."" Tammet traces his life from a frustrating, withdrawn childhood and adolescence to his adult achievements, which include teaching in Lithuania, achieving financial independence with an educational Web site and sustaining a long-term romantic relationship. As one of only about 50 people living today with synesthesia and autism, Tammet's condition is intriguing to researchers; his ability to express himself clearly and with a surprisingly engaging tone (given his symptoms) makes for an account that will intrigue others as well.",English,9781416535072,"['Nonfiction', 'Memoir', 'Biography', 'Psychology', 'Autobiography', 'Biography Memoir', 'Science', 'Audiobook', 'Mental Health', 'Adult'] - nan",[],Hardcover,226,Free Press,January 9th 2007,01/09/06,[],20005.0,92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440235885l/74812._SY475_.jpg
18803640-h-is-for-hawk,H is for Hawk,,Helen Macdonald,3.73,"Obsession, madness, memory, myth, and history combine to achieve a distinctive blend of nature writing and memoir from an outstanding literary innovator.When Helen Macdonald's father died suddenly on a London street, she was devastated. An experienced falconer—Helen had been captivated by hawks since childhood—she'd never before been tempted to train one of the most vicious predators, the goshawk. But in her grief, she saw that the goshawk's fierce and feral temperament mirrored her own. Resolving to purchase and raise the deadly creature as a means to cope with her loss, she adopted Mabel, and turned to the guidance of The Once and Future King author T.H. White's chronicle The Goshawk to begin her challenging endeavor. Projecting herself ""in the hawk's wild mind to tame her"" tested the limits of Macdonald's humanity and changed her life. Heart-wrenching and humorous, this book is an unflinching account of bereavement and a unique look at the magnetism of an extraordinary beast, with a parallel examination of a legendary writer's eccentric falconry. Obsession, madness, memory, myth, and history combine to achieve a distinctive blend of nature writing and memoir from an outstanding literary innovator.",English,9780224097000,"['Nonfiction', 'Memoir', 'Nature', 'Biography', 'Animals', 'Audiobook', 'Biography Memoir', 'Birds', 'Autobiography', 'Science'] - nan",['T.H. White'],Hardcover,300,Jonathan Cape,July 31st 2014,,"['Costa Book Award for Biography (2014)', 'Orion Book Award Nominee (2016)', 'Prix du Meilleur Livre Étranger for Roman (2016)', 'National Book Critics Circle Award Nominee for Autobiography (2015)', 'Samuel Johnson Prize for Non-Fiction (2014)', 'Andrew Carnegie Medal Nominee for Nonfiction (Shortlist) (2016)', 'Kirkus Prize Nominee for Nonfiction (Finalist) (2015)', 'Goodreads Choice Award Nominee for Nonfiction (2015)', 'Waterstones Book of the Year Nominee (2014)', 'Costa Book of the Year (2014)', 'The Wainwright Prize for UK Nature Writing Nominee for Shortlist (2015)']",58914.0,87.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442151714l/18803640._SY475_.jpg
13645645-uninvited,Uninvited,Uninvited #1,Sophie Jordan (Goodreads Author),3.87,"When Davy Hamilton's tests come back positive for Homicidal Tendency Syndrome (HTS)—aka the kill gene—she loses everything. Her boyfriend ditches her, her parents are scared of her, and she can forget about her bright future at Juilliard. Davy doesn't feel any different, but genes don't lie. One day she will kill someone.Only Sean, a fellow HTS carrier, can relate to her new life. Davy wants to trust him; maybe he's not as dangerous as he seems. Or maybe Davy is just as deadly.",English,9780062233653,"['Young Adult', 'Dystopia', 'Science Fiction', 'Romance', 'Fantasy', 'Fiction', 'Paranormal', 'Thriller', 'Audiobook', 'Contemporary'] - nan",[],Hardcover,384,HarperTeen,January 28th 2014,,[],12480.0,91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373661248l/13645645.jpg
21340682-nails,Nails,,D.M. Samson (Goodreads Author),4.93,"There is little one can say about the plot. Succinctly put, it is the story of one day in the life of a car mechanic. Admittedly, not much in itself. But it's hard, raw, violent, sexy, sensitive, funny, poetic and philosophical to boot. It's a page-turner that grabs you by the short and curlies. If you liked the work of Charles Bukowski, then you'll love this book. See www.davidmsamson.com",English,B006QX9VIC,[] - nan,[],Kindle Edition,132,,December 27th 2011 ,05/01/08,[],14.0,100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394328866l/21340682.jpg
33865643-the-war-i-finally-won,The War I Finally Won,The War That Saved My Life #2,Kimberly Brubaker Bradley (Goodreads Author),4.49,"Ada and her younger brother, Jamie, now have a permanent home with their loving legal guardian, Susan Smith. Although Jamie adapts more easily, Ada still struggles with the aftermath of her old life, and how to fit into her new life. World War II continues, and forces the small community to come together and rely on one another. Ada has never been interested in getting to know her friend’s family—especially Maggie’s mother, the formidable Lady Thorton. However, circumstances bring them in close proximity along with other unexpected characters. Ada comes face to face with another German! This time she isn’t sure what she should do. How can she help the ones she loves and keep them safe?   Ada’s first story, The War that Saved My Life, won a Newbery Honor, the Schneider Family Book Award, and the Josette Frank Award, in addition to appearing on multiple best-of-the-year lists. This second, marvelous volume continues Ada’s powerful, uplifting story.""Ada is for the ages—as is this book. Wonderful."" —Kirkus, starred review""Fans of the first book will love the sequel even more."" —SLJ, starred review""Bradley sweeps us up . . . even as she moves us to tears."" —The Horn Book, starred review""Perceptive . . . satisfying . . . will stay with readers."" —PW, starred review",English,9780525429203,"['Historical Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Historical', 'World War II', 'Audiobook', 'Childrens', 'War', 'Family'] - nan",[],Hardcover,387,Dial Books,October 3rd 2017,,"[""Goodreads Choice Award Nominee for Middle Grade & Children's (2017)""]",22201.0,99.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498909398l/33865643._SY475_.jpg
30295312-the-red-scrolls-of-magic,The Red Scrolls of Magic,The Eldest Curses #1,"Cassandra Clare (Goodreads Author), Wesley Chu (Goodreads Author)",4.2,"From #1 New York Times bestseller Cassandra Clare and award-winner Wesley Chu comes the first book in a new series that follows High Warlock Magnus Bane and Alec Lightwood as they tour the world after the Mortal War. The Red Scrolls of Magic is a Shadowhunters novel.All Magnus Bane wanted was a vacation—a lavish trip across Europe with Alec Lightwood, the Shadowhunter who against all odds is finally his boyfriend. But as soon as the pair settles in Paris, an old friend arrives with news about a demon-worshipping cult called the Crimson Hand that is bent on causing chaos around the world. A cult that was apparently founded by Magnus himself. Years ago. As a joke.Now Magnus and Alec must race across Europe to track down the Crimson Hand and its elusive new leader before the cult can cause any more damage. As if it wasn’t bad enough that their romantic getaway has been sidetracked, demons are now dogging their every step, and it is becoming harder to tell friend from foe. As their quest for answers becomes increasingly dire, Magnus and Alec will have to trust each other more than ever—even if it means revealing the secrets they’ve both been keeping.",English,9781471162145,"['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Urban Fantasy', 'Paranormal', 'Young Adult Fantasy', 'Fiction', 'Magic', 'Audiobook'] - nan",[],Paperback,368,Simon & Schuster Children's UK,April 9th 2019,,['Goodreads Choice Award Nominee for Fantasy (2019)'],24862.0,97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528915777l/30295312._SX318_.jpg
