bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,pages,publisher,publishDate,firstPublishDate,awards,numRatings,likedPercent,setting,coverImg
23317538-rising-strong,Rising Strong,,Brené Brown (Goodreads Author),4.24,"The physics of vulnerability is simple: If we are brave enough often enough, we will fall. The author of Daring Greatly and The Gifts of Imperfection tells us what it takes to get back up, and how owning our stories of disappointment, failure, and heartbreak gives us the power to write a daring new ending. Struggle, Brené Brown writes, can be our greatest call to courage, and rising strong our clearest path to deeper meaning, wisdom, and hope.",English,9780812995824,"['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Audiobook', 'Leadership', 'Mental Health', 'Inspirational', 'Business', 'Spirituality'] - nan",[],Hardcover,336,Spiegel & Grau,August 25th 2015,,['Goodreads Choice Award Nominee for Nonfiction (2015)'],55520.0,95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428641002l/23317538.jpg
25053346-in-a-blue-moon,In a Blue Moon,,Ilana Tan,3.92,"“Apakah kau masih membenciku?”“Aku heran kau merasa perlu bertanya.”Lucas Ford pertama kali bertemu dengan Sophie Wilson di bulan Desember pada tahun terakhir SMA-nya. Gadis itu membencinya. Lucas kembali bertemu dengan Sophie di bulan Desember sepuluh tahun kemudian di kota New York. Gadis itu masih membencinya. Masalah utamanya bukan itu—oh, bukan!—melainkan kenyataan bahwa gadis yang membencinya itu kini ditetapkan sebagai tunangan Lucas oleh kakeknya yang suka ikut campur.Lucas mendekati Sophie bukan karena perintah kakeknya. Ia mendekati Sophie karena ingin mengubah pendapat Sophie tentang dirinya. Juga karena ia ingin Sophie menyukainya sebesar ia menyukai gadis itu. Dan, kadang-kadang—ini sangat jarang terjadi, tentu saja—kakeknya bisa mengambil keputusan yang sangat tepat.",Indonesian,9786020314624,"['Romance', 'Indonesian Literature', 'Novels', 'Fiction', 'Contemporary', 'Adult', 'Chick Lit', 'Family', 'Drama', 'Collections'] - nan",[],Paperback,320,Gramedia Pustaka Utama,April 2015,,['Anugerah Pembaca Indonesia Nominee for Buku dan Penulis Fiksi Terfavorit - Shortlist (2015)'],3717.0,92.0,"['New York City, New York (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425286325l/25053346.jpg
25668970-speedy-reads,Speedy Reads,,Chris-Jean Clarke (Goodreads Author),4.69,"PLEASE NOTE: Readers are currently unable to purchase this story as an e-book. However a paperback version is available from FeedARead: https://www.feedaread.com/books/Speed... - Please, accept my apologies for any inconvenience this may cause.A compilation of short stories to enjoy whenever you have a few minutes to spare. - Whether you are waiting for public transport, waiting for tea to cook, just settled your children to sleep or soaking in the bath tub.",English,B013AWYBAY,['Short Stories'] - nan,[],ebook,66,BookRix.com,July 30th 2015,05/26/15,[],35.0,100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438756653l/25668970._SY475_.jpg
17801134-la-canci-n-secreta-del-mundo,La canción secreta del mundo,,José Antonio Cotrina (Goodreads Author),4.31,"Ariadna es un misterio para todo el mundo, incluso para sí misma. ¿Por qué su ojo izquierdo es completamente negro? ¿Cómo pudo ser rescatada inconsciente de un incendio sin ninguna quemadura? ¿Está en peligro la gente que la rodea?",Spanish,9788415709152,"['Fantasy', 'Young Adult', 'Spanish Literature', 'Horror', 'Paranormal', 'Romance', 'Young Adult Fantasy', 'Dark Fantasy'] - nan",[],Paperback,672,Hidra,May 24th 2013,,['Premio El Templo de las Mil Puertas for Mejor novela nacional independiente (2013)'],1022.0,95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507943191l/17801134.jpg
23492741-the-marriage-of-opposites,The Marriage of Opposites,,Alice Hoffman (Goodreads Author),3.89,"From the New York Times bestselling author of The Dovekeepers and The Museum of Extraordinary Things: a forbidden love story set on the tropical island of St. Thomas about the extraordinary woman who gave birth to painter Camille Pissarro; the Father of Impressionism.Growing up on idyllic St. Thomas in the early 1800s, Rachel dreams of life in faraway Paris. Rachel's mother, a pillar of their small refugee community of Jews who escaped the Inquisition, has never forgiven her daughter for being a difficult girl who refuses to live by the rules. Growing up, Rachel's salvation is their maid Adelle's belief in her strengths, and her deep, life-long friendship with Jestine, Adelle's daughter. But Rachel's life is not her own. She is married off to a widower with three children to save her father's business. When her husband dies suddenly and his handsome, much younger nephew, Fréderick, arrives from France to settle the estate, Rachel seizes her own life story, beginning a defiant, passionate love affair that sparks a scandal that affects all of her family, including her favorite son, who will become one of the greatest artists of France.Building on the triumphs of The Dovekeepers and The Museum of Extraordinary Things, set in a world of almost unimaginable beauty, The Marriage of Opposites showcases the beloved, bestselling Alice Hoffman at the height of her considerable powers. Once forgotten to history, the marriage of Rachel and Fréderick is a story that is as unforgettable as it is remarkable.",English,9781451693591,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Art', 'Audiobook', 'Adult Fiction', 'Adult', 'Jewish', 'France'] - nan",[],Hardcover,371,Simon Schuster,August 4th 2015,08/01/15,['Goodreads Choice Award Nominee for Historical Fiction (2015)'],50554.0,91.0,"['St. Thomas (Virgin Islands, U.S.)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438581390l/23492741._SY475_.jpg
22841551-the-before-now-and-after-then,The Before Now and After Then,,Peter Monn (Goodreads Author),4.02,"**2015 ELit Book Award Silver WInner for LGBT Fiction**Danny Goldstein has always lived in the shadow of his identical, twin brother Sam. But when a hurricane of events forces him into the spotlight, he starts to realize that the only thing he’s truly afraid of is himself. With the help of his costume changing friend Cher, a famous gay uncle with a mysterious past of his own, two aging punk rocker parents and Rusty, the boy who will become his something to live for, Danny begins to realize that the music of the heart is truly the soundtrack for living.",English,B00M8B6XLE,"['Young Adult', 'LGBT', 'Romance', 'Contemporary', 'M M Romance', 'Fiction', 'Queer', 'Teen', 'Music', 'Gay'] - nan",[],Kindle Edition,304,Pen Name Publishing,July 28th 2014,,['eLit Book Award for LGBT Fiction - Silver (2015)'],571.0,91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413931832l/22841551.jpg
28800321-new-horizons,New Horizons,,Dan Carr (Goodreads Author),4.0,"17-year-old Val Campbell is a high school drop-out without any prospects before she is taken from her home and sent to New Horizons, a facility for troubled youth. Strip searched, and uniformed, Val is placed in cabin 519 with five other residents from various parts of the country. Raw, tragic, and uplifting, ""New Horizons"" follows Val's journey of self-acceptance in a program meant to break her.",English,B01AKWPJ6M,[] - nan,[],Kindle Edition,240,Dan Carr,January 13th 2016,,[],24.0,96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454082345l/28800321._SY475_.jpg
28091259-give-it-back,Give It Back,,Danielle Esplin (Goodreads Author),3.8,"This novel follows three characters: Lorraine, Lexy, and Ella.Lorraine:Not long ago, Lorraine lost her husband to another woman. She thought that was the worst thing that could happen to her, but soon she realizes it’s just the beginning of an everlasting nightmare. Lexy:Lexy, an au pair from London, moves to Seattle to help Lorraine with her infant son. But she didn’t come for the child…she came for something else. Ella:When Ella receives a call from her sister, Lorraine, who begs her to leave San Diego to spend time with her, she decides to take a few days off from work to visit her. Frightened to see how much Lorraine has weakened since her diagnosis eight months ago, she packs a bag and heads to Seattle with a foreboding feeling that this might be the last time she sees Lorraine. But on her way to the airport, she learns that something shocking has happened since she last spoke with Lorraine and now. To make matters worse, once Ella arrives in Seattle, Lorraine’s story keeps changing, making Ella question how reliable her sister really is. Soon Ella is entangled in a mysterious investigation, and more so, in the lives of everyone involved. She realizes not only that she won’t go home anytime soon but also that she’ll never look at others the same way she did before.",English,9780692590447,"['Thriller', 'Mystery', 'Fiction', 'Psychological Thriller', 'Mystery Thriller', 'Suspense', 'Amazon', 'Crime', 'Drama', 'Adult'] - nan",[],Paperback,302,Black Rose Writing,March 2nd 2017,,[],1758.0,89.0,"['Seattle, Washington (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449151373l/28091259._SY475_.jpg
17657206-behind-blue-eyes,Behind Blue Eyes,Behind Blue Eyes #1,D.M. Wolfenden (Goodreads Author),4.17,"Cain was born in England in 1917. At the end of WWII Cain returned to England, longing for the comforts of home, but found his mother was different; she had been changed by a vampire who preys on women. There came a point where his mother felt there was no choice…Cain had to be turned as well. After watching his mother die he changed his way of thinking, his way of feeding. He tried to reclaim some of his humanity but it was not easy as he was fueled by rage against the one that had changed her. He wanted his revenge and nothing would stop him. After he was attacked he came across a young girl, ten year old Mia, whose innocence was slowly being taken away from her. They needed each other, and both their lives depended on it. The world was a very bad place for Mia. She was about to find out just how much worse it could get.",English,B00C2UAK8S,"['Horror', 'Paranormal', 'Vampires'] - nan",[],Kindle Edition,340,,March 27th 2013 ,10/29/13,[],166.0,93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365111813l/17657206.jpg
23266378-the-next-together,The Next Together,The Next Together #1,Lauren James (Goodreads Author),3.65,"How many times can you lose the person you love? Katherine and Matthew are destined to be born again and again, century after century. Each time, their presence changes history for the better, and each time, they fall hopelessly in love, only to be tragically separated. Spanning the Crimean War, the Siege of Carlisle and the near-future of 2019 and 2039 they find themselves sacrificing their lives to save the world. But why do they keep coming back? What else must they achieve before they can be left to live and love in peace? Maybe the next together will be different...A powerful and epic debut novel for teenagers about time-travel, fate and the timelessness of first love. The Next Together is told through a mixture of regular prose, diary entries, letters, ""original"" historical documents, news reports and internet articles.",English,9781406358056,"['Young Adult', 'Romance', 'Time Travel', 'Science Fiction', 'Historical Fiction', 'Fantasy', 'Historical', 'Contemporary', 'Fiction', 'Mystery'] - nan",[],Paperback,356,Walker,September 3rd 2015,08/20/15,[],4670.0,87.0,"['Carlisle Castle, Cumbria, England (United Kingdom)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426278095l/23266378.jpg
32284715-grey,Grey,Covenant of Shadows #1,Kade Cook (Goodreads Author),4.03,"Enchantments will fail.Closet doors will open.And skeletons—all dressed in their finest secrets—will come out to dance.Raised in urban downtown New York, Gabrian holds no grand illusions of how life really works. And legends of magic and vampires, nothing more than a bunch of hocus pocus stuffed within book pages or painted on the big screen.But when a woman, no one else can see, enters her office and delivers a riddle filled warning about her intended fate, Gabrian's grip on sanity takes a big hit—terrified she is falling into madness.As Gabrian untangles secrets of her past, she discovers a powerful, hidden world of magic in which there is no return.Now, she must choose a side.To walk in the light… or to run within the shadows of darkness.",English,9780994867803,"['Fantasy', 'Supernatural'] - nan",[],Paperback,398,Theo & Quinn Creativeworks,September 6th 2016,08/15/16,[],100.0,86.0,"['Mount Desert Island, Maine (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476196209l/32284715._SY475_.jpg
13115538-the-red-chamber,The Red Chamber,,Pauline A. Chen (Goodreads Author),3.91,"In this lyrical reimagining of the Chinese classic Dream of the Red Chamber, set against the breathtaking backdrop of eighteenth-century Beijing, the lives of three unforgettable women collide in the inner chambers of the Jia mansion. When orphaned Daiyu leaves her home in the provinces to take shelter with her cousins in the Capital, she is drawn into a world of opulent splendor, presided over by the ruthless, scheming Xifeng and the prim, repressed Baochai. As she learns the secrets behind their glittering façades, she finds herself entangled in a web of intrigue and hidden passions, reaching from the petty gossip of the servants’ quarters all the way to the Imperial Palace. When a political coup overthrows the emperor and plunges the once-mighty family into grinding poverty, each woman must choose between love and duty, friendship and survival.  In this dazzling debut, Pauline A. Chen draws the reader deep into the secret, exquisite world of the women’s quarters of an aristocratic household, where the burnish of wealth and refinement mask a harsher truth: marriageable girls are traded like chattel for the family’s advancement, and to choose to love is to risk everything. ",English,9780307701572,"['Historical Fiction', 'China', 'Fiction', 'Asia', 'Historical', 'Asian Literature', '18th Century', 'Romance', 'Adult Fiction', 'Cultural'] - nan",[],Hardcover,386,Knopf,July 10th 2012,10/29/12,[],1705.0,94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339250936l/13115538.jpg
18586621-until-the-end-of-the-world,Until the End of the World,Until the End of the World #1,Sarah Lyons Fleming (Goodreads Author),4.23,"Cassie Forrest isn't surprised to learn that the day she’s decided to get her life together is also the day the world ends. After all, she’s been on a self-imposed losing streak since her survivalist parents died: she’s stopped painting, broken off her engagement to Adrian and dated a real jerk. Rectifying her mistakes has to wait, however, because Cassie and her friends have just enough time to escape Brooklyn for her parents’ cabin before Bornavirus LX turns them into zombies, too. This is difficult enough, but Cassie’s tag along ex-boyfriend and her friend’s bratty sister have a knack for making everything, even the apocalypse, more unpleasant. When the two attract a threat as deadly as the undead to their safe haven, Cassie’s forced to see how far she’ll go to protect those she loves. And it’s a lot farther than she’d anticipated. This, coupled with Adrian’s distant voice on Safe Zone Radio and, of course, the living dead, threaten to put Cassie right back into the funk she just dragged herself out of. Survival’s great and all, especially when you have leather armor, good friends and home-brewed beer, but there’s something Cassie must do besides survive: tell Adrian she still loves him. And to do that, Cassie has to find faith that she’s stronger than she thinks, she’s still a crack shot and true love never dies.",English,9781491054499,"['Zombies', 'Horror', 'Post Apocalyptic', 'Romance', 'Dystopia', 'Science Fiction', 'Fiction', 'Apocalyptic', 'Fantasy', 'Audiobook'] - nan",[],Paperback,400,Createspace Independent Publishing Platform,September 22nd 2013,01/01/13,[],5823.0,96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380146803l/18586621.jpg
31367949-silence-is-golden,Silence is Golden,Storm and Silence #3,Robert Thier,4.53,"Silent. Cold. Chiselled perfection. That is Rikkard Ambrose, the most powerful business mogul in Great Britain.Free-spirited. Fiery. Definitely NOT attracted to the aforementioned business mogul. That is Lilly Linton, his personal secretary and secret weapon.The two have been playing a cat and mouse game for months. So far, Lilly has been able to fight down and deny her attraction to Mr Ambrose. But what happens when suddenly, the dark secrets of his past begin to surface and they are forced to go on a perilous journey into the South-American jungle? A journey they can only survive if they band together?Book 3 in the award-winning “Storm and Silence” series.",English,9783962600587,"['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Humor', 'Fiction', 'Adventure', 'Young Adult', 'New Adult', 'Adult'] - nan",[],,300,,"Popular Wattpad Books

110 books — 234 voters
Wattpad

685 books — 919 voters",09/04/17,[],7549.0,96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470595721l/31367949._SY475_.jpg
15790894-fortune-s-pawn,Fortune's Pawn,Paradox #1,Rachel Bach (Goodreads Author),3.96,"Devi Morris isn't your average mercenary. She has plans. Big ones. And a ton of ambition. It's a combination that's going to get her killed one day - but not just yet. That is, until she just gets a job on a tiny trade ship with a nasty reputation for surprises. The Glorious Fool isn't misnamed: it likes to get into trouble, so much so that one year of security work under its captain is equal to five years everywhere else. With odds like that, Devi knows she's found the perfect way to get the jump on the next part of her Plan. But the Fool doesn't give up its secrets without a fight, and one year on this ship might be more than even Devi can handle.",English,9780316221115,"['Science Fiction', 'Romance', 'Space Opera', 'Fiction', 'Aliens', 'Space', 'Fantasy', 'Adult', 'Adventure', 'Science Fiction Fantasy'] - nan","['Deviana ""Devi"" Morris', 'Brian Caldswell', 'Anthony', 'Rupert Charkov', 'Basil', 'Ren', 'Jayston Cotter', 'Hyrek', 'Mabel']",Paperback,320,Orbit,November 5th 2013,03/07/13,[],12883.0,94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375610325l/15790894.jpg
33644223-surrounded-by-flames,Surrounded by Flames,The Flames Trilogy #2,Cassandra Fear (Goodreads Author),4.36,"The gates of hell have opened, demons are ravaging the Earth, and no one is safe…Only Angel Blessed like Jasmine Reynolds can keep demons from burning the corpses of the damned in the streets, and turning Earth into Hell. But are the angels powerful enough to defeat the evil horde?The demon Bael hasn’t given up his quest to use Jasmine’s powers for evil… Bael kills her estranged mother before she can make peace with her, then takes her friends hostage. When Jasmine tries to save them, Bael assaults her mind and brings out a dark side she never knew existed. He corrupts her soul and turns her into a weapon against the ones she loves. Is their love strong enough to defy evil?When Jasmine attacks her boyfriend Amon, not even a soul-healing can banish her guilt. She wonders how she can go on living with this evil inside her. But she has to find a way to reconcile herself with the evil within, and with the truth of her parentage, or all is lost. The souls of Earth are surrounded by flames, and Jasmine must find the strength to quench the fire before they all burn.",English,9781640340503,[] - nan,[],Paperback,322,Limitless Publishing,April 11th 2017,,[],36.0,92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489064929l/33644223._SY475_.jpg
29952526-above-the-flames,Above The Flames,The Flames Trilogy #1,Cassandra Fear (Goodreads Author),4.02,"Jasmine’s sixteenth birthday was the worst ever…  All in one day, her dad died, she met a demon, and her mother rejected her existence forever. After all, the demon who killed her dad was there to take her, and all because of her stupid powers—the ability to conjure blue flames.  Two years later, she’s happy. But happy never lasts…  After moving to Idaho to live with her grandparents, Jasmine has a new life. Almost nobody knows about her powers, and she’s just a normal teenager with normal problems. Then comes her eighteenth birthday—and the earthquake that changes her world forever.  An army of demons rise from Hell. And Jasmine is right in the middle of the battle…  When demons claw their way to Earth, Jasmine is surrounded by hundreds of fire-eyed beasts. Worse, she is captured by a big-shot demon named Bael. He’s a tricky foe with a chip on his shoulder—and the desire to make Jasmine use her powers for evil.  Amon is a fallen angel with an attitude—and everything to lose.  Successfully escaping the underworld undetected, Amon is on a quest to regain God’s grace when he rescues Jasmine from the clutches of a particularly nasty demon he knows all too well. The attraction between him and the not-entirely-human captive is instantaneous. Heavenly sparks fly, but ideas of romance will have to wait. First they have to stop the demon race from wiping out the mortal realm. Humanity’s fate rests in their hands.  Can two fallen angels rise above the flames to ensure a future for mankind? Or will Jasmine and Amon’s souls be bound together—in hell?",English,B01DOIBBZW,"['Paranormal Romance', 'Angels', 'Fantasy', 'Paranormal', 'Demons', 'Urban Fantasy', 'Young Adult', 'Supernatural'] - nan",[],Kindle Edition,309,Limitless Publishing LLC,April 19th 2016,04/07/16,[],133.0,91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461020641l/29952526._SY475_.jpg
32797060-a-thousand-letters,A Thousand Letters,The Austens #2,Staci Hart (Goodreads Author),3.86,"Sometimes your life is split by a single decision. I’ve spent every day of the last seven years regretting mine: he left, and I didn’t follow. A thousand letters went unanswered, my words like petals in the wind, spinning away into nothing, taking me with them. But now he’s back.I barely recognize the man he’s become, but I can still see a glimmer of the boy who asked me to be his forever, the boy I walked away from when I was young and afraid. Maybe if he’d come home under better circumstances, he could speak to me without anger in his voice. Maybe if I’d said yes all those years ago, he’d look at me without the weight of rejection in his eyes. Maybe if things were different, we would have had a chance. One regretted decision sent him away. One painful journey brought him back to me. I only wish I could keep him.*A contemporary romance inspired by Jane Austen’s Persuasion*",English,9781542772426,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Military Fiction', 'Adult', 'Fiction', 'Retellings', 'Chick Lit', 'Drama'] - nan",[],ebook,282,Staci Hart Novels,February 9th 2017,,[],11428.0,88.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485185484l/32797060._SY475_.jpg
24611819-the-peripheral,The Peripheral,Jackpot #1,William Gibson,3.94,"Flynne Fisher lives down a country road, in a rural near-future America where jobs are scarce, unless you count illegal drug manufacture, which she’s trying to avoid. Her brother Burton lives, or tries to, on money from the Veterans Administration, for neurological damage suffered in the Marines’ elite Haptic Recon unit. Flynne earns what she can by assembling product at the local 3D printshop. She made more as a combat scout in an online game, playing for a rich man, but she’s had to let the shooter games go.Wilf Netherton lives in London, seventy-some years later, on the far side of decades of slow-motion apocalypse. Things are pretty good now, for the haves, and there aren’t many have-nots left. Wilf, a high-powered publicist and celebrity-minder, fancies himself a romantic misfit, in a society where reaching into the past is just another hobby. Burton’s been moonlighting online, secretly working security in some game prototype, a virtual world that looks vaguely like London, but a lot weirder. He’s got Flynne taking over shifts, promised her the game’s not a shooter. Still, the crime she witnesses there is plenty bad.Flynne and Wilf are about to meet one another. Her world will be altered utterly, irrevocably, and Wilf’s, for all its decadence and power, will learn that some of these third-world types from the past can be badass.",English,9780425276235,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Time Travel', 'Science Fiction Fantasy', 'Dystopia', 'Speculative Fiction', 'Audiobook', 'Thriller', 'Novels'] - nan",[],Paperback,485,Berkley,October 6th 2015,10/24/14,"['Locus Award Nominee for Best Science Fiction Novel (2015)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015)', 'Prix Aurora Award Nominee for Best Novel (2015)', 'The Kitschies Nominee for Red Tentacle (Novel) (2014)']",18800.0,92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574084339l/24611819._SY475_.jpg
26597596-when-love-matters-most,When Love Matters Most,San Diego K-9 Unit #2,Kate James (Goodreads Author),4.4,"
  Keeping her safe at all costs
 Could their backgrounds be any more different? Rick Vasquez, a K-9 unit sergeant with the San Diego Police Department, fled drug-related violence in Mexico as a boy. Madison Long, who recently became primary veterinarian to the SDPD's canines, is the privileged daughter of a judge. Rick has dedicated his life to curtailing cross-border drug trafficking and preventing other young boys from being drawn into the dark world of the cartels. But everything Rick and Madison value, and the growing love between them, is threatened by the dangers of Rick's job, and the risks he's determined to take…",English,B010LKC8WQ,"['Contemporary', 'Romance', 'Harlequin Heartwarming', 'Contemporary Romance', 'Mystery', 'Fiction', 'Mystery Thriller'] - nan",[],Kindle Edition,,Harlequin Heartwarming,January 1st 2016,,[],63.0,95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445592456l/26597596._SY475_.jpg
34213608-a-skinful-of-shadows,A Skinful of Shadows,,Frances Hardinge,4.02,"This is the story of a bear-hearted girl . . .Sometimes, when a person dies, their spirit goes looking for somewhere to hide. Some people have space within them, perfect for hiding. Twelve-year-old Makepeace has learned to defend herself from the ghosts which try to possess her in the night, desperate for refuge, but one day a dreadful event causes her to drop her guard. And now there's a spirit inside her. The spirit is wild, brutish and strong, and it may be her only defence when she is sent to live with her father's rich and powerful ancestors. There is talk of civil war, and they need people like her to protect their dark and terrible family secret. But as she plans her escape and heads out into a country torn apart by war, Makepeace must decide which is worse: possession – or death.",English,9781419725722,"['Fantasy', 'Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Paranormal', 'Ghosts', 'Young Adult Fantasy', 'Horror', 'Supernatural'] - nan",[],Hardcover,416,Amulet Books,October 17th 2017,09/29/17,"['Locus Award Nominee for Best Young Adult Book (2018)', 'Waterstones Book of the Year Nominee (2017)', 'Carnegie Medal Nominee (2019)', 'Lodestar Award Nominee (2018)']",5707.0,95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499835692l/34213608._SY475_.jpg
29923707-one-dark-throne,One Dark Throne,Three Dark Crowns #2,Kendare Blake (Goodreads Author),4.09,"The battle for the Crown has begun, but which of the three sisters will prevail?With the unforgettable events of the Quickening behind them and the Ascension Year underway, all bets are off. Katharine, once the weak and feeble sister, is stronger than ever before. Arsinoe, after discovering the truth about her powers, must figure out how to make her secret talent work in her favor without anyone finding out. And Mirabella, once thought to be the strongest sister of all and the certain Queen Crowned, faces attacks like never before—ones that put those around her in danger she can’t seem to prevent.In this enthralling sequel to Kendare Blake’s New York Times bestselling Three Dark Crowns, Fennbirn’s deadliest queens must face the one thing standing in their way of the crown: each other.",English,9780062690456,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Magic', 'Audiobook', 'Romance', 'High Fantasy', 'Teen', 'Dark'] - nan","['Queen Mirabella', 'Queen Arsinoe']",Paperback,464,Harper Teen,September 19th 2017,09/17/17,[],38953.0,96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487862160l/29923707._SY475_.jpg
31144992-in-some-other-life,In Some Other Life,,Jessica Brody (Goodreads Author),3.87,"Kennedy Rhodes turns down an acceptance to an elite private school, instead choosing to stay at her high school and jump at the opportunity to date the boy of her dreams. Three years later, Kennedy walks in on that same boyfriend cheating with her best friend—and wishes she had made a different choice. But when Kennedy hits her head and wakes up in the version of her life where she chose to attend the private school, she finds that maybe it’s not as perfect of a world as she once thought.",English,9780374380762,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Young Adult Contemporary', 'Realistic Fiction', 'High School', 'Fantasy', 'Time Travel', 'Science Fiction'] - nan",[],Hardcover,464,"Farrar, Straus and Giroux (BYR)",August 8th 2017,,['South Carolina Book Award Nominee for Junior Book (2020)'],1588.0,93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497096954l/31144992.jpg
29202269-submerging,Submerging,The Starlight Chronicles #3,C.S. Johnson (Goodreads Author),4.25," 
  A drastic change of heart. 
  
  
  A determined choice to commit. 
  
  
  An unexpected betrayal at a critical moment. 
 
  
There is nothing like a birthday to give Hamilton Dinger something to look forward to in his busy life. With his new job as a part-time intern at the Mayor’s office, being a full-time high school student and starlight warrior has its challenges. And although he has the full support of his girlfriend, Gwen, and his best friend, Mikey, and even a tentative partnership with Starry Knight, his ally against the Seven Deadly Sinisters, Hamilton has definite cause for concern.The arrival of SWORD, the growing demonic activity in Apollo City, and the increasingly negative media attention has sparked ongoing unrest among the city and its inhabitants. To gain more power, Elysian and Hamilton set off for the Celestial Kingdom to deepen his commitment through learning, new landscapes, and cosmic surfing, evil forces continue in their quest for power and control. But when Hamilton finds uncertainty and distrust between his two worlds, will he be able to find the answers to his questions? Will he find the strength he needs to carry on? Will he realize the importance of his choices, and more importantly–make the right ones?
  
  FROM THE BOOK: 

  There had been a feeling hanging over me in the past few weeks, a feeling that change was coming. It didn't click until that moment that change had already arrived. I was changing, things were changing, and I was finally okay - in fact, more than okay - with that. It was flooring, the idea I was looking forward to something more in life than Tetris and being cheered on by my friends. Those things still mattered, of course, but there was more, and I was enthralled there was more. 
  

  
  

  FROM THE AUTHOR: 
  
Cross through the River Veil and into the world beyond the Star of Time in the Starlight Chronicles, a young adult epic fantasy series from C. S. Johnson. Be on the lookout for Book 4, Remembering, as Hamilton and his fellow superheroes continue to fight evil and get their schoolwork finished!Perfect for young teenagers or disaffected college students, or adults who enjoy some satire mixed in with some star-crossed lovers and high school drama! 
  

  WHAT REVIEWERS ARE SAYING: 
Once again, this book features a less than likeable main character, but we are seeing his grow and change and mature (just a bit) since the first book. This book has the benefit of being right in the middle of the story right away.  ~ Stephanie, Audiobook Enthusiast and Goodreads ReviewerThis series just keeps getting better and better, with new characters and a deeper story unfolding. ~ Terri, Emerging Author and Goodreads Reviewer",English,B01BQNKT3M,"['Fantasy', 'Young Adult'] - nan",[],Kindle Edition,328,C. S. Johnson,February 2016,,[],48.0,98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455719601l/29202269._SY475_.jpg
25365530-good-me-bad-me,"Good Me, Bad Me",,Ali Land,3.89,"Good Me Bad Me is dark, compelling, voice-driven psychological suspense by debut author Ali Land.How far does the apple really fall from the tree? Milly's mother is a serial killer. Though Milly loves her mother, the only way to make her stop is to turn her in to the police. Milly is given a fresh start: a new identity, a home with an affluent foster family, and a spot at an exclusive private school. But Milly has secrets, and life at her new home becomes complicated. As her mother's trial looms, with Milly as the star witness, Milly starts to wonder how much of her is nature, how much of her is nurture, and whether she is doomed to turn out like her mother after all. When tensions rise and Milly feels trapped by her shiny new life, she has to decide: Will she be good? Or is she bad? She is, after all, her mother's daughter.",English,9780718182922,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Crime', 'Psychological Thriller', 'Suspense', 'Audiobook', 'Contemporary', 'Adult'] - nan","['Mike Newmont', 'Saskia Newmont']",Hardcover,338,Michael Joseph,January 12th 2017,,[],30998.0,93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468115492l/25365530.jpg
